date,Formula 1,F1,Bahrain Grand Prix,Emilia Romagna Grand Prix,Portuguese Grand Prix,Spanish Grand Prix,Monaco Grand Prix,Azerbaijan Grand Prix,French Grand Prix,Styrian Grand Prix,Austrian Grand Prix,British Grand Prix,Hungarian Grand Prix,Belgian Grand Prix,Dutch Grand Prix,Italian Grand Prix,Russian Grand Prix,Turkish Grand Prix,United States Grand Prix,Mexico City Grand Prix,São Paulo Grand Prix,Qatar Grand Prix,Saudi Arabian Grand Prix,Abu Dhabi Grand Prix,Australian Grand Prix,Miami Grand Prix,Canadian Grand Prix,Singapore Grand Prix,Japanese Grand Prix,Bahrain International Circuit,Autodromo Enzo e Dino Ferrari,Autódromo Internacional do Algarve,Circuit de Barcelona-Catalunya,Circuit de Monaco,Baku City Circuit,Circuit Paul Ricard,Red Bull Ring,Silverstone Circuit,Hungaroring,Circuit de Spa-Francorchamps,Circuit Park Zandvoort,Autodromo Nazionale di Monza,Sochi Autodrom,Istanbul Park,Circuit of the Americas,Autódromo Hermanos Rodríguez,Autódromo José Carlos Pace,Losail International Circuit,Jeddah Corniche Circuit,Yas Marina Circuit,Albert Park Grand Prix Circuit,Miami International Autodrome,Circuit Gilles Villeneuve,Marina Bay Street Circuit,Suzuka Circuit,Mercedes,Red Bull,McLaren,Ferrari,AlphaTauri,Aston Martin,Alfa Romeo,Alpine F1 Team,Williams,Haas F1 Team,Lewis Hamilton,Max Verstappen,Valtteri Bottas,Lando Norris,Sergio Pérez,Charles Leclerc,Daniel Ricciardo,Carlos Sainz,Yuki Tsunoda,Lance Stroll,Kimi Räikkönen,Antonio Giovinazzi,Esteban Ocon,George Russell,Sebastian Vettel,Mick Schumacher,Pierre Gasly,Nicholas Latifi,Fernando Alonso,Nikita Mazepin,Robert Kubica,Kevin Magnussen,Guanyu Zhou,Alexander Albon,Nico Hülkenberg,Nyck de Vries,geo
2021-03-05,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,6,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,13,7,0,0,21,0,20,0,0,0,0,24,22,1,1,5,0,3,2,0,19,0,4,2,0,0,0,2,2,2,1,2,1,0,0,1,5,4,0,0,7,6,1,0,0,0,3,0,WW
2021-03-06,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,12,5,0,3,0,0,0,0,0,0,6,8,0,1,0,0,0,2,0,0,17,8,0,0,0,24,34,0,0,0,0,20,24,2,2,5,0,2,3,0,21,0,5,2,0,1,0,2,2,2,0,0,1,0,1,1,3,4,1,0,5,2,2,2,0,4,0,0,WW
2021-03-07,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,5,6,9,0,0,7,4,0,4,14,0,4,0,1,1,0,1,0,0,0,0,18,9,0,0,0,18,35,0,0,0,0,0,24,2,1,5,0,2,3,0,19,0,4,2,0,0,0,5,2,2,0,1,0,0,1,2,4,3,1,0,5,1,2,0,1,1,1,0,WW
2021-03-08,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,4,5,5,4,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,3,10,4,18,0,0,0,23,0,0,0,0,0,21,1,1,4,0,2,2,0,19,0,4,2,0,1,0,1,2,2,0,1,0,0,1,2,3,2,1,1,4,1,2,3,0,0,2,0,WW
2021-03-09,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,4,0,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,13,4,0,0,0,0,0,0,0,16,20,15,22,1,1,4,0,2,2,0,17,0,4,2,0,1,0,2,1,2,1,1,1,0,1,1,2,2,1,1,4,0,1,2,0,0,0,0,WW
2021-03-10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,17,0,5,0,3,6,0,0,0,0,0,0,0,0,0,0,2,3,0,11,4,28,0,0,0,0,14,0,15,0,29,21,2,1,6,0,2,2,0,17,0,4,2,0,1,0,3,2,3,1,0,0,0,1,1,2,2,0,0,4,1,1,1,0,0,0,0,WW
2021-03-11,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,9,0,5,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,16,15,0,0,30,21,0,0,0,0,22,1,1,5,0,2,2,0,18,0,3,3,0,1,0,3,4,2,1,1,0,0,1,1,2,2,1,0,6,1,2,1,0,1,1,3,WW
2021-03-12,4,19,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,0,0,2,0,16,5,22,0,31,0,0,0,12,0,0,0,22,2,1,5,0,2,2,0,18,0,5,5,0,0,0,2,3,3,2,1,0,0,1,2,4,4,1,0,7,2,2,3,0,3,0,6,WW
2021-03-13,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,13,10,5,3,0,0,0,5,4,0,4,0,1,0,0,0,0,3,0,2,22,8,0,0,0,17,0,0,0,0,0,34,25,2,2,5,0,2,3,0,19,0,7,5,0,1,0,3,3,3,2,2,1,0,1,3,5,7,2,0,14,2,1,2,0,0,1,4,WW
2021-03-14,5,20,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,2,0,0,12,0,0,18,0,0,0,0,2,3,0,0,5,0,1,0,1,0,0,0,2,0,47,6,0,0,0,0,0,0,16,0,0,0,24,2,2,6,0,2,3,0,18,0,6,6,0,1,0,3,4,3,4,1,1,1,1,2,6,7,2,0,16,1,2,0,0,0,2,0,WW
2021-03-15,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,2,0,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,10,3,0,0,0,0,12,0,0,0,0,12,21,1,1,4,0,2,2,0,17,0,4,4,0,1,0,2,3,2,3,0,0,0,1,1,3,4,1,0,7,1,4,0,0,1,1,3,WW
2021-03-16,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,18,6,0,0,0,14,13,0,0,23,0,0,21,1,1,4,0,1,2,0,19,0,4,3,0,1,0,3,3,3,1,0,1,0,1,1,2,4,1,0,6,1,4,0,0,0,0,0,WW
2021-03-17,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,6,8,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,5,0,0,16,0,0,14,0,25,0,0,21,1,1,4,0,2,2,0,20,0,4,3,0,1,0,2,2,2,1,1,0,0,2,2,2,3,1,0,5,0,2,1,0,2,0,0,WW
2021-03-18,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,7,0,3,0,0,0,0,0,0,0,0,0,4,0,3,15,9,0,0,0,0,0,0,0,0,0,0,22,1,1,4,0,2,2,0,18,0,4,3,0,1,0,3,3,3,1,1,0,0,0,1,3,4,1,0,5,1,3,2,0,1,3,0,WW
2021-03-19,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8,0,0,0,4,5,0,6,16,0,0,0,0,8,0,2,0,0,0,1,0,0,1,0,0,0,0,6,7,30,0,25,0,17,0,0,0,0,0,23,2,2,6,0,2,2,0,18,0,8,4,1,3,0,6,7,4,1,7,1,0,1,2,6,4,3,0,6,1,2,6,0,0,2,10,WW
2021-03-20,4,18,0,0,0,0,0,0,0,0,1,0,0,1,0,6,4,0,3,7,0,0,0,0,12,0,4,3,0,3,0,0,7,16,5,0,1,0,0,0,0,0,0,16,3,0,0,0,0,0,14,0,0,0,17,24,2,2,6,0,2,3,0,19,0,13,5,3,4,0,9,17,7,1,11,1,1,3,4,13,9,8,0,8,2,3,23,0,5,3,0,WW
2021-03-21,5,20,0,0,0,0,1,0,0,0,1,1,0,0,1,14,8,0,4,0,0,0,0,8,18,0,8,0,0,9,0,0,0,0,0,2,1,0,0,0,0,2,0,16,6,28,0,0,0,26,14,0,17,0,0,25,2,2,7,0,3,3,0,18,0,13,6,3,5,0,10,17,9,1,12,1,1,3,4,15,17,10,1,8,3,6,28,0,5,0,0,WW
2021-03-22,4,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,4,0,7,5,2,5,4,0,0,3,0,2,0,0,0,0,0,0,1,0,2,4,17,3,35,0,0,28,0,0,0,28,0,11,22,2,2,5,0,2,2,0,19,0,10,5,2,4,0,7,14,7,1,6,1,1,3,4,12,11,7,1,6,2,5,20,0,4,0,2,WW
2021-03-23,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,18,10,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,8,26,20,0,0,0,0,0,0,0,0,22,2,2,5,0,2,2,0,18,0,10,5,1,3,0,7,13,8,2,7,1,0,3,3,8,8,7,1,6,2,4,15,0,3,0,0,WW
2021-03-24,4,15,0,0,0,0,1,0,0,0,0,0,0,0,0,7,6,5,0,0,0,0,0,5,10,0,0,0,0,0,10,7,0,7,0,0,1,0,1,1,0,0,0,9,16,0,62,0,0,0,0,0,0,31,0,21,2,2,5,0,2,2,0,18,0,9,5,1,2,0,6,13,7,1,5,0,1,3,3,8,7,5,1,7,3,3,16,0,5,3,0,WW
2021-03-25,4,17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,3,0,9,0,5,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,7,18,2,0,0,0,14,27,0,0,0,11,41,23,2,2,5,0,2,2,0,20,0,11,6,1,2,0,7,11,8,2,5,1,0,3,4,8,8,6,1,9,3,6,15,0,2,2,0,WW
2021-03-26,7,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,23,0,6,14,0,4,2,0,9,0,5,0,9,0,1,1,0,1,0,0,0,0,12,0,0,0,35,20,24,0,0,0,0,0,23,2,2,5,0,2,2,0,20,0,12,10,1,3,0,7,14,8,5,5,2,1,3,3,8,14,7,0,13,4,5,12,2,2,4,5,WW
2021-03-27,17,67,1,0,0,0,1,0,0,0,0,1,0,0,0,4,5,4,0,0,6,41,0,20,5,0,0,5,6,13,0,6,0,5,0,1,1,0,0,0,0,0,2,24,7,0,0,0,0,0,0,13,0,0,15,25,3,2,6,0,3,3,0,20,0,18,26,2,5,0,13,17,13,13,8,2,1,4,5,14,31,10,1,25,10,5,13,3,8,4,0,WW
2021-03-28,38,100,3,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,100,0,26,13,7,6,7,0,83,4,5,0,6,5,0,1,0,0,1,0,0,0,16,6,23,34,65,0,52,0,0,0,0,0,25,3,2,6,0,4,3,0,19,0,63,49,4,9,2,21,23,21,19,12,5,2,7,7,25,51,12,3,47,23,10,23,4,11,4,0,WW
2021-03-29,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,3,3,0,27,0,7,0,0,6,0,3,4,7,0,0,0,7,0,1,1,1,0,0,3,0,15,9,0,0,0,0,0,0,0,18,15,0,22,2,2,5,0,2,2,0,18,0,22,12,1,4,0,9,13,7,6,4,1,0,3,3,11,16,5,0,14,9,2,10,0,0,1,0,WW
2021-03-30,3,14,0,0,0,0,1,0,0,0,1,0,0,0,1,2,5,0,0,0,0,4,0,0,10,0,0,5,0,2,0,0,0,4,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0,42,0,27,0,0,0,22,2,1,5,0,2,2,0,19,0,12,6,1,3,0,7,10,8,4,3,1,1,3,3,8,6,4,0,8,5,4,8,0,4,0,0,WW
2021-03-31,3,12,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,0,12,6,0,5,7,0,0,10,0,3,0,0,1,0,0,0,0,0,0,0,16,0,34,0,33,0,0,0,16,25,26,16,22,2,2,5,0,2,2,0,18,0,10,5,1,2,0,4,9,7,3,3,1,0,3,2,7,4,3,0,6,3,3,11,1,3,3,0,WW
2021-04-01,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,13,6,0,7,0,5,0,0,0,5,0,0,1,1,1,0,0,0,0,18,6,24,0,0,0,31,15,0,0,0,0,22,2,1,5,0,2,2,0,24,0,10,6,1,2,0,6,10,5,1,2,1,0,3,2,6,5,4,0,6,2,5,8,0,5,1,3,WW
2021-04-02,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,5,2,0,0,12,0,8,7,0,0,7,0,0,0,0,4,3,0,1,1,0,0,0,0,0,0,12,7,0,18,0,0,0,0,0,0,0,0,24,2,2,5,0,2,3,0,23,0,12,6,1,3,0,7,11,7,2,4,1,0,4,3,7,5,8,0,6,2,5,16,0,5,2,0,WW
2021-04-03,4,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,16,0,7,9,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,26,8,0,0,0,0,0,0,37,22,0,34,24,2,2,5,0,2,3,0,21,0,11,6,1,3,0,10,10,9,2,4,1,0,3,2,6,4,7,0,7,1,5,10,1,5,1,5,WW
2021-04-04,5,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,9,0,0,5,8,0,0,5,0,0,0,5,1,1,1,0,0,0,0,0,18,6,0,0,69,0,35,0,16,0,25,0,25,2,2,5,0,2,3,0,19,0,11,6,1,3,0,13,10,7,1,4,1,0,3,2,5,5,5,0,6,1,3,9,1,3,3,0,WW
2021-04-05,3,12,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,2,0,10,0,0,10,0,6,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,16,3,18,0,0,0,0,0,0,0,0,0,23,2,2,5,0,2,2,0,19,0,9,4,1,2,0,12,8,5,1,2,0,0,3,3,6,4,4,0,5,1,6,9,0,3,5,0,WW
2021-04-06,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,20,0,22,1,1,4,0,1,2,0,18,0,7,4,1,2,0,9,8,4,1,2,1,0,2,7,4,2,5,0,5,1,4,10,0,0,2,0,WW
2021-04-07,2,11,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,0,8,2,0,8,0,0,9,0,0,1,1,1,0,0,2,0,0,14,5,0,0,0,0,29,0,0,12,0,18,21,2,1,4,0,1,2,0,17,0,7,4,1,2,0,9,6,5,1,2,1,0,2,6,5,2,2,0,4,1,3,7,0,0,2,0,WW
2021-04-08,2,11,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,5,2,0,8,4,0,4,0,3,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,0,0,21,0,0,0,0,21,0,19,22,2,1,4,0,1,2,0,17,0,7,4,1,2,0,8,7,4,1,1,1,0,2,4,4,3,3,0,5,1,4,6,0,2,3,0,WW
2021-04-09,3,12,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,7,13,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,8,12,0,0,0,0,0,0,12,0,0,0,20,23,2,1,5,0,2,2,0,18,0,8,4,0,2,0,8,9,3,1,1,1,0,1,3,4,3,3,0,4,1,3,4,0,5,3,9,WW
2021-04-10,5,16,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,5,18,0,0,4,2,0,8,4,0,4,3,0,2,0,0,0,0,0,0,8,0,0,24,0,0,21,0,0,0,0,0,24,2,2,5,0,2,3,0,18,0,9,5,0,2,0,11,8,4,0,2,0,0,2,3,4,2,4,0,5,1,2,8,0,3,0,11,WW
2021-04-11,5,16,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,9,0,3,0,3,0,0,0,0,0,0,1,1,1,1,0,0,2,2,7,5,0,29,0,0,0,0,0,13,12,0,24,2,2,6,0,2,2,0,19,0,9,5,1,2,0,14,9,5,1,2,1,0,2,3,5,3,3,0,6,0,3,8,0,1,3,0,WW
2021-04-12,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,3,2,0,0,0,7,7,0,2,0,0,0,5,2,0,3,7,1,0,1,0,0,2,0,2,14,4,0,0,0,18,33,0,0,0,0,0,22,2,1,5,0,1,2,0,20,0,7,4,0,2,0,8,6,4,1,2,1,1,2,2,4,2,3,0,3,1,3,5,0,1,1,2,WW
2021-04-13,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,3,0,4,0,0,0,0,5,0,3,0,0,0,8,0,3,0,0,1,0,0,0,0,0,0,0,20,3,0,0,0,0,83,0,0,0,0,0,22,2,1,5,0,1,2,0,18,0,6,4,0,1,0,9,7,4,1,2,1,0,1,3,3,2,2,0,4,0,4,6,0,1,0,0,WW
2021-04-14,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,3,0,0,3,8,2,0,0,7,0,0,0,1,0,0,0,0,15,5,0,0,22,0,0,14,0,0,0,25,22,1,1,5,0,1,2,0,17,0,7,3,1,2,0,7,5,4,1,2,0,0,1,3,3,2,2,0,4,1,3,0,0,2,1,0,WW
2021-04-15,3,12,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,11,3,0,0,0,0,0,0,5,0,3,2,16,0,0,0,0,0,1,0,0,0,0,0,0,15,4,0,0,0,0,0,20,18,0,0,14,23,2,1,4,0,1,2,0,18,0,7,4,0,2,0,7,5,3,1,1,0,1,1,3,3,2,2,0,4,1,2,6,0,2,2,0,WW
2021-04-16,5,21,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,2,3,0,0,4,0,0,0,2,15,4,0,0,25,0,0,3,21,0,0,0,1,0,0,0,0,10,4,0,0,0,0,0,0,0,15,0,30,25,2,2,5,0,2,2,0,18,0,7,7,1,2,0,8,6,4,1,1,1,1,2,2,6,3,3,0,6,4,3,6,0,0,0,0,WW
2021-04-17,12,44,0,0,0,0,1,0,0,0,0,1,0,0,0,25,0,2,2,0,0,6,0,0,22,2,12,6,0,0,10,4,5,0,0,0,1,0,0,0,0,5,0,13,9,0,0,33,0,24,0,0,25,0,0,25,2,2,5,0,2,3,0,20,0,15,11,1,6,1,11,9,7,7,3,1,1,3,3,7,9,6,1,11,7,5,4,0,4,1,0,WW
2021-04-18,28,80,0,0,0,0,1,0,0,0,0,0,0,0,0,100,4,0,2,0,0,0,0,0,25,100,6,3,4,3,100,0,3,0,0,1,1,0,1,0,2,0,0,8,6,28,0,0,0,0,0,18,0,0,20,24,3,2,6,0,2,3,0,19,0,37,41,3,36,2,23,15,14,6,8,3,2,4,18,12,28,5,2,20,8,8,6,0,4,15,3,WW
2021-04-19,4,19,0,0,0,0,1,0,0,0,0,0,0,0,0,12,2,0,0,2,0,0,0,0,0,31,5,0,3,0,0,0,4,6,4,1,1,0,1,0,0,0,0,13,4,31,0,0,0,0,0,0,12,0,30,22,2,1,4,0,1,2,0,17,0,11,11,2,6,0,9,8,5,1,2,2,0,2,16,5,5,3,1,6,2,7,7,0,1,1,4,WW
2021-04-20,3,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,7,0,7,20,0,0,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0,19,6,0,19,0,0,0,0,0,15,0,0,22,2,2,4,0,1,2,0,17,0,8,7,1,4,0,7,6,4,1,2,1,0,1,7,4,3,2,0,4,2,4,5,0,2,0,0,WW
2021-04-21,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,6,9,9,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,14,5,0,0,0,0,45,0,0,0,0,20,23,2,1,4,0,1,2,0,18,0,8,5,1,3,0,7,7,3,1,1,1,0,2,4,3,3,2,0,5,1,0,5,0,2,1,0,WW
2021-04-22,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,4,0,4,0,0,3,0,0,0,0,1,0,1,0,0,2,0,17,5,0,0,0,0,0,0,0,0,0,24,22,2,1,5,0,1,2,0,18,0,8,5,1,4,0,7,6,4,0,1,0,0,1,3,3,3,2,0,4,1,4,6,0,1,3,0,WW
2021-04-23,3,12,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,12,4,22,0,0,0,0,26,0,0,0,0,23,2,2,5,0,1,2,0,17,0,7,5,0,3,0,7,5,4,1,1,1,0,1,3,4,2,3,0,5,1,5,8,0,3,1,0,WW
2021-04-24,4,14,0,0,0,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,5,9,8,4,0,0,3,16,0,0,0,8,1,0,1,0,1,0,0,0,13,0,17,0,0,0,76,0,0,0,13,0,24,2,2,5,0,2,3,0,20,0,7,4,1,2,0,7,7,4,0,1,1,0,1,3,4,2,2,0,5,0,3,8,0,2,1,6,WW
2021-04-25,5,14,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,5,5,0,6,10,0,0,0,3,0,0,0,0,1,0,0,0,0,0,13,8,0,0,25,0,0,0,0,0,0,30,24,2,4,6,0,2,3,0,18,0,8,5,1,3,0,8,6,5,1,2,1,1,2,3,4,2,2,0,7,0,4,6,1,0,0,10,WW
2021-04-26,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,7,5,3,4,2,5,0,2,3,0,0,1,1,1,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,0,0,22,2,100,5,0,1,2,0,18,0,6,4,0,2,0,7,5,4,0,2,1,0,2,2,3,2,2,0,4,1,2,3,0,1,1,2,WW
2021-04-27,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,15,0,0,6,2,2,2,0,0,0,0,3,0,0,1,1,0,0,0,2,4,18,22,50,0,24,24,44,15,0,0,0,0,22,2,19,5,0,1,2,0,17,0,5,4,0,2,0,6,5,3,0,1,0,0,1,2,3,2,2,0,4,1,7,6,3,3,1,9,WW
2021-04-28,2,10,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,11,2,5,8,0,0,10,0,6,24,6,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,19,15,26,0,0,0,19,30,0,0,0,0,20,2,2,4,0,1,2,0,18,0,7,4,0,2,0,6,7,3,0,1,1,0,1,2,4,2,1,0,4,0,6,4,0,0,2,0,WW
2021-04-29,2,11,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,3,2,11,0,5,0,7,3,5,0,0,0,0,0,0,0,8,1,0,0,0,0,0,3,2,15,9,23,0,0,0,0,34,12,0,0,0,21,2,2,5,0,1,2,0,18,0,6,5,0,2,0,6,5,3,0,1,1,0,2,2,5,3,2,0,4,1,0,6,0,2,1,0,WW
2021-04-30,5,20,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,2,2,12,0,8,0,6,3,3,4,0,0,2,5,7,2,0,1,0,0,0,0,2,0,0,12,13,0,0,0,0,0,0,0,0,0,0,22,2,2,5,0,1,2,0,18,0,7,7,0,2,0,6,5,2,1,1,1,1,1,2,4,5,1,0,6,2,3,4,0,1,0,0,WW
2021-05-01,11,46,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,3,0,5,6,0,0,6,4,0,0,1,2,0,0,0,0,0,0,11,10,0,33,0,0,0,0,0,0,19,0,23,2,2,5,0,2,3,0,20,0,12,11,2,3,0,8,10,5,1,2,1,0,2,3,7,6,3,0,9,3,5,4,0,0,0,0,WW
2021-05-02,24,72,0,0,1,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,5,18,6,0,4,0,0,3,76,0,4,0,1,2,0,1,0,0,0,0,10,13,0,0,17,0,0,0,0,0,0,18,24,2,2,7,0,2,3,0,19,0,31,26,4,7,2,11,12,11,2,4,7,1,6,5,10,18,3,1,21,7,5,10,0,4,2,0,WW
2021-05-03,4,16,0,0,0,0,1,0,0,0,0,1,0,0,1,5,0,5,0,0,0,9,0,7,0,0,0,0,0,0,0,4,0,4,0,0,1,0,1,0,0,0,0,12,4,0,23,0,0,60,0,0,21,0,0,21,2,2,5,0,1,2,0,18,0,12,8,1,3,0,6,8,4,1,2,4,0,2,2,5,7,2,1,9,5,3,4,0,3,1,0,WW
2021-05-04,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,5,8,2,0,4,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,12,8,31,0,0,0,0,0,0,0,0,24,21,2,1,4,0,1,2,0,18,0,8,5,1,2,0,5,5,2,0,1,1,0,1,3,3,3,2,0,5,3,2,3,0,3,0,0,WW
2021-05-05,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,6,6,3,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,10,9,0,0,18,0,0,23,0,0,15,0,21,1,1,5,0,1,2,0,17,0,6,5,1,2,0,4,6,3,0,1,1,1,2,2,4,4,2,1,4,1,0,1,0,2,2,3,WW
2021-05-06,2,11,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,5,0,2,0,3,0,3,0,4,0,6,1,1,1,1,0,0,0,0,7,0,28,0,0,40,0,0,0,0,0,0,22,2,1,5,0,2,2,0,18,0,7,5,1,3,0,5,5,3,1,1,0,0,1,2,3,2,2,0,5,0,3,6,0,0,1,0,WW
2021-05-07,4,18,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,2,0,6,0,0,6,0,11,0,0,1,1,0,0,0,0,0,0,13,4,0,0,0,20,15,0,0,20,0,0,22,2,2,5,0,2,2,0,23,0,8,8,1,2,0,6,6,4,1,2,1,0,1,4,4,3,2,1,6,3,18,4,0,3,0,0,WW
2021-05-08,10,43,0,0,0,7,2,0,0,0,0,1,0,0,0,9,0,4,0,0,0,0,0,0,14,6,12,6,0,0,0,0,20,3,0,0,1,1,0,1,0,0,0,10,5,0,0,0,0,46,0,0,18,0,23,23,2,2,5,0,2,3,0,22,0,23,14,1,3,0,9,8,7,4,2,1,0,3,3,5,9,2,0,12,5,11,5,1,2,0,4,WW
2021-05-09,19,62,0,0,0,20,3,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,9,8,0,8,0,0,13,0,0,68,5,0,1,1,0,2,0,0,0,0,10,12,0,17,0,0,0,0,0,0,0,0,23,3,2,6,0,2,3,0,19,0,45,31,3,4,1,16,12,14,6,4,2,1,4,5,7,17,4,2,20,10,6,8,0,2,0,0,WW
2021-05-10,3,14,0,0,0,2,2,0,0,0,0,1,0,0,0,4,8,0,0,0,0,0,0,12,8,0,4,0,0,0,0,9,3,0,0,1,0,0,1,0,2,0,0,13,6,0,0,0,0,0,13,0,0,0,0,22,2,1,5,0,1,2,0,19,0,15,8,1,2,0,7,7,4,2,2,1,0,2,3,4,4,3,0,6,4,2,5,2,0,0,3,WW
